Product ID,SKU,Barcode,Product Name,Brand,Product Category,Product Subcategory,Unit of Measure,Product Status,Warehouse,Warehouse Code,Bin Location,Aisle,Shelf,Batch Number,Lot Number,Quantity On Hand,Quantity Reserved,Available Quantity,Reorder Level,Safety Stock,Maximum Stock Level,Supplier ID,Supplier Name,Supplier Country,Lead Time (Days),Last Purchase Date,Unit Cost,Selling Price,Inventory Value,Currency,Last Stock Movement Date,Last Restock Date,Expiry Date,Stock Status,Reorder Required
PRD-00441,MSF-ACC-0012,2312110633016,Microsoft Ergonomic Keyboard,Microsoft,Computer Accessories,Webcams,Each,Discontinued,Lagos Distribution Centre,LAG-DC,H-07-S6,H,S6,BT-742321,LOT-A2998,30,0,30,20,10,100,SUP-1011,Tech Distributors UK Ltd,United Kingdom,26,2026-03-29,48926.72,62941.97,1467801.6,NGN,2026-05-23,2026-04-01,,In Stock,No
PRD-01795,HP-CLN-0045,6359217234051,HP Electronics Cleaning Wipes,HP,Cleaning Supplies,Cleaning Kits,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-04-S2,A,S2,BT-343458,LOT-B7004,142,50,92,100,50,600,SUP-1009,Westgate Technologies,Nigeria,8,2025-01-17,82441.14,123481.6,11706641.88,NGN,2026-06-27,2025-01-18,2027-07-22,In Stock,No
PRD-02192,BRO-SUP-0073,3009201887069,Brother TN-2480 Toner,Brother,Office Supplies,Labels,Pack,Active,Abuja RW,ABJ-RW,C-29-S9,C,S9,BT-534695,LOT-B5605,15,5,10,20,10,200,SUP-1009,Westgate Technologies,Nigeria,10,2025-03-18,13989.82,16517.47,209847.3,NGN,2026-05-24,2025-03-23,2026-06-21,Low Stock,Yes
PRD-02733,SAM-STO-0066,1639451285891,Samsung 980 1TB NVMe SSD,Samsung,Storage Devices,Hard Disk Drives,Each,Active,Port Harcourt Distribution Centre,PHC-DC,A-38-S3,A,S3,BT-969521,LOT-C2720,69,17,52,15,6,75,SUP-1001,TD Africa Distribution Ltd,Nigeria,7,2025-11-25,140728.77,161883.85,9710285.13,NGN,2026-05-20,2025-12-02,,In Stock,No
PRD-00840,PHI-CLN-0077,2823134275576,Ubiquiti UniFi AP AC Pro,Ubiquiti,Networking Equipment,Routers,Each,Discontinued,Lagos Distribution Centre,LAG-DC,F-26-S4,F,S4,BT-412244,LOT-A7000,829,257,572,75,37,750,SUP-1004,Ingram Micro MEA,United Arab Emirates,25,2026-01-05,894432.38,1263858.24,741484443.02,NGN,2026-06-20,2026-01-06,,Overstock,No
PRD-02230,MSF-LAP-0044,3075674537709,Microsoft Surface Laptop 5,Microsoft,Laptops,Consumer Laptops,Each,Active,Abuja Regional Warehouse,ABJ-RW,E-13-S7,E,S7,BT-449082,LOT-B5832,433,25,408,60,18,600,SUP-1003,Slot Systems Limited,Nigeria,2,2025-03-28,374696.94,466958.94,162243775.02,NGN,2026-05-26,2025-04-10,,In Stock,No
PRD-00896,BRO-PRN-0018,9714797341855,Brother HL-L2375DW,Brother,Printers,Multifunction,Each,Active,Lagos Distribution Centre,LAG-DC,E-30-S1,E,S1,BT-206705,LOT-A5122,36,12,24,20,10,120,SUP-1002,Yudala Tech Supplies,Nigeria,6,2025-08-04,149601.7,184812.25,5385661.2,NGN,2026-06-29,2025-08-12,,In Stock,No
PRD-00862,HP-SUP-0023,3591765047188,HP Printer Toner 26A,HP,Office Supplies,Paper Products,Pack,Active,Lagos Distribution Centre,LAG-DC,A-37-S4,A,S4,BT-547658,LOT-A7913,36,9,27,30,9,180,SUP-1004,Ingram Micro MEA,United Arab Emirates,20,2025-05-23,43898.45,65453.73,1580344.2,NGN,2026-06-12,2025-06-02,2027-08-04,In Stock,No
PRD-02609,MSF-FUR-0069,2984685857605,Microsoft Adjustable Desk Riser,Microsoft,Office Furniture,Seating,Each,Active,Port Harcourt Distribution Centre,PHC-DC,D-32-S4,D,S4,BT-488182,LOT-C8859,199,4,195,60,18,600,SUP-1006,Shenzhen Globex Electronics,China,34,2025-08-18,53021.75,69561.36,10551328.25,NGN,2026-05-07,2025-08-21,,In Stock,No
PRD-00925,HP-MOB-0037,3596677153902,HP Slate 7 Tablet,HP,Mobile Phones,Smartphones,Each,Active,Lagos Distribution Centre,LAG-DC,E-20-S8,E,S8,BT-271530,LOT-A3587,402,2,400,40,16,400,SUP-1011,Tech Distributors UK Ltd,United Kingdom,26,2025-10-24,396502.78,475941.91,159394117.56,NGN,2026-06-08,2025-10-28,,Overstock,No
PRD-02480,MSF-LAP-0048,7328557797484,Microsoft Surface Pro 9,Microsoft,Laptops,Gaming Laptops,Each,Active,Port Harcourt Distribution Centre,PHC-DC,G-38-S7,G,S7,BT-155685,LOT-C8173,0,0,0,30,15,240,SUP-1006,Shenzhen Globex Electronics,China,39,2025-01-05,777136.0,965912.01,0.0,NGN,2026-06-24,2025-01-07,,Out of Stock,Yes
PRD-02947,PHI-ELC-0157,2002873403627,Philips LED Bulb 9W,Philips,Electrical Components,Lighting,Each,Active,Port Harcourt Distribution Centre,PHC-DC,B-08-S7,B,S7,BT-307036,LOT-C9531,50,14,36,40,20,160,SUP-1006,Shenzhen Globex Electronics,China,36,2025-12-31,313863.58,467973.02,15693179.0,NGN,2026-05-25,2026-01-03,,In Stock,No
PRD-01270,BRO-SUP-0040,9907466697472,Brother Label Tape TZe-231,Brother,Office Supplies,Labels,Pack,Active,Abuja Regional Warehouse,ABJ-RW,A-33-S3,A,S3,BT-131295,LOT-B7765,43,9,34,40,12,200,SUP-1010,Dubai Source Electronics,United Arab Emirates,19,2025-09-20,27587.28,38338.21,1186253.04,NGN,2026-05-30,2025-09-21,2027-08-01,In Stock,No
PRD-03189,HP-FUR-0080,5848136956565,HP Ergonomic Office Chair,HP,Office Furniture,Desks,Each,Active,Port Harcourt Distribution Centre,PHC-DC,C-40-S4,C,S4,BT-141771,LOT-C1742,-1,2,30,10,4,50,SUP-1009,Westgate Technologies,Nigeria,12,2025-03-26,167796.14,198658.68,5369476.48,NGN,2026-06-28,2025-04-07,,In Stock,No
PRD-02489,LOG-ACC-0052,3701577441662,Logitech K380 Keyboard,Logitech,Computer Accessories,Mice,Each,Active,Port Harcourt Distribution Centre,PHC-DC,B-27-S6,B,S6,BT-228220,LOT-C9350,114,30,84,100,50,600,SUP-1009,Westgate Technologies,Nigeria,8,2025-06-23,62058.56,93018.55,7074675.84,NGN,2026-06-16,2025-07-03,,In Stock,No
PRD-00429,UBI-NET-0013,0666437490607,Ubiquiti UniFi AP AC Pro,Ubiquiti,Networking Equipment,Switches,Each,Active,Lagos Distribution Centre,LAG-DC,G-14-S5,G,S5,BT-785072,LOT-A5466,153,2,151,50,15,300,SUP-1002,Yudala Tech Supplies,Nigeria,4,2025-09-18,602920.17,843307.76,92246786.01,NGN,2026-05-01,2025-10-03,,In Stock,No
PRD-00885,LEN-MOB-0022,6562925822828,Lenovo Tab P11,Lenovo,Mobile Phones,Smartphones,Each,Active,Lagos Distribution Centre,LAG-DC,E-34-S9,E,S9,BT-523637,LOT-A9662,145,46,99,60,18,240,SUP-1002,Yudala Tech Supplies,Nigeria,4,2026-06-01,468479.23,612554.06,67929488.35,NGN,2026-05-25,2026-06-14,,In Stock,No
PRD-03228,HP-SUP-0085,4576110225144,  HP A4 Multipurpose Paper (Ream)  ,HP,Office Supplies,Toner & Ink,Pack,Active,Port Harcourt Distribution Centre,PHC-DC,D-35-S7,D,S7,BT-250518,LOT-C4215,61,2,59,15,7,120,SUP-1006,Shenzhen Globex Electronics,China,39,27/05/2025,44862.19,58844.77,2736593.59,NGN,2026-06-05,2025-06-01,2026-04-13,In Stock,No
PRD-00348,SEA-STO-0011,0870662668217,Seagate Expansion 1TB External,Seagate,Storage Devices,Solid State Drives,Each,Active,Lagos Distribution Centre,LAG-DC,A-13-S1,A,S1,BT-660134,LOT-A7215,18,5,13,10,3,40,SUP-1006,Shenzhen Globex Electronics,China,36,2025-10-19,79290.51,118137.58,1427229.18,NGN,2026-05-01,2025-10-20,,In Stock,No
PRD-01072,HP-FUR-0029,7385779739824,HP Ergonomic Office Chair,HP,Office Furniture,Desk Accessories,Each,Active,Lagos Distribution Centre,LAG-DC,A-04-S4,A,S4,BT-463426,LOT-A5871,1,0,1,15,7,150,SUP-1008,Pamtech Group,Nigeria,5,2026-02-02,234820.72,275253.7,234820.72,NGN,2026-05-16,2026-02-15,,Low Stock,Yes
PRD-01787,LOG-ACC-0039,2322426378368,Logitech K380 Keyboard,Logitech,Computer Accessories,Mice,Each,Active,Abuja Regional Warehouse,ABJ-RW,D-29-S5,D,S5,BT-341894,LOT-B3318,239,12,227,30,12,240,SUP-1007,Guangzhou Sunrise Trading,China,31,2026-06-05,26899.08,37367.04,6428880.12,NGN,2026-05-27,2026-06-09,,In Stock,No
PRD-01335,LOG-FUR-0032,1137244792975,Logitech Desk Mat,Logitech,Office Furniture,Desk Accessories,Each,Active,Abuja Regional Warehouse,ABJ-RW,F-15-S9,F,S9,BT-294217,LOT-B9331,586,164,422,100,40,600,SUP-1009,Westgate Technologies,Nigeria,10,2025-07-29,257102.46,314180.57,150662041.56,NGN,2026-04-30,2025-07-31,,In Stock,No
PRD-00069,CIS-NET-0002,8926870568566,Cisco Catalyst 2960 Switch,Cisco,Networking Equipment,Switches,Each,Active,Lagos Distribution Centre,LAG-DC,C-15-S9,C,S9,BT-533649,LOT-A5923,19,5,14,20,10,120,SUP-1008,Pamtech Group,Nigeria,8,2025-10-10,753245.55,1112809.57,14311665.45,NGN,2026-05-04,2025-10-15,,Low Stock,Yes
PRD-02703,CIS-NET-0105,3495692401385,Cisco Catalyst 2960 Switch,Cisco,Networking Equipment,Access Points,Each,Active,Port Harcourt Distribution Centre,PHC-DC,C-02-S6,C,S6,BT-520147,LOT-C6074,287,16,271,100,40,600,SUP-1006,Shenzhen Globex Electronics,China,37,"March 14, 2026",285635.33,390312.67,81977339.71,NGN,2026-05-04,2026-03-16,,In Stock,No
PRD-00142,CAN-SUP-0006,6973577907141,Canon CL-746 Colour Ink,Canon,Office Supplies,Toner & Ink,Pack,Active,Lagos Distribution Centre,LAG-DC,B-17-S9,B,S9,BT-664032,LOT-A5098,77,18,59,25,12,125,SUP-1001,TD Africa Distribution Ltd,Nigeria,7,2026-03-27,9938.98,13442.42,765301.46,NGN,2026-06-11,2026-04-05,2027-03-14,In Stock,No
PRD-02059,SAM-MOB-0066,6915393058187,Samsung Galaxy S23,Samsung,Mobile Phones,Tablets,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-16-S5,A,S5,BT-502578,LOT-B3352,110,37,73,20,10,120,SUP-1010,Dubai Source Electronics,United Arab Emirates,17,2026-03-09,230659.49,316407.74,25372543.9,NGN,2026-06-28,2026-03-13,,In Stock,No
PRD-02918,PHI-CLN-0085,9693389472697,Philips Vacuum Cleaner FC9352,Philips,Cleaning Supplies,Vacuum,Each,Active,Port Harcourt Distribution Centre,PHC-DC,B-35-S9,B,S9,BT-821067,LOT-C5265,22,6,16,40,12,200,SUP-1006,,China,36,2025-08-01,39958.58,48388.04,879088.76,NGN,2026-06-28,2025-08-08,2026-08-02,Low Stock,Yes
PRD-03223,HP-CLN-0081,6351140190848,HP Electronics Cleaning Wipes,HP,Storage Devices,Cleaning Kits,Each,Active,Port Harcourt Distribution Centre,PHC-DC,C-29-S2,C,S2,BT-419992,LOT-C1972,236,48,188,50,20,250,SUP-1010,Dubai Source Electronics,United Arab Emirates,14,2026-05-14,17541.2,20865.41,4139723.2,NGN,2026-06-25,2026-05-19,2026-12-15,In Stock,No
PRD-00998,PHI-ELC-0057,1203398013871,Philips LED Bulb 9W,Philips,Electrical Components,Surge Protection,Each,Active,Lagos Distribution Centre,LAG-DC,H-02-S7,H,S7,BT-767083,LOT-A6292,106,37,69,25,12,250,SUP-1008,Pamtech Group,Nigeria,9,2025-04-04,270662.81,415076.25,28690257.86,NGN,2026-06-27,2025-04-09,,In Stock,No
PRD-00434,PHI-AUD-0011,2536667776755,  Philips TAH4205 Headphones  ,Philips,Audio Equipment,Headsets,Each,Active,Lagos Distribution Center,LAG-DC,H-35-S7,H,S7,BT-993055,LOT-A4718,125,16,109,20,8,100,SUP-1002,Yudala Tech Supplies,Nigeria,5,08-06-2025,136320.94,180310.98,17040117.5,NGN,2026-06-27,2025-08-09,,Overstock,No
PRD-02490,MSF-FUR-0061,6814155014570,Microsoft Adjustable Desk Riser,Microsoft,Office Furniture,Seating,Each,Active,Port Harcourt Distribution Centre,PHC-DC,A-21-S8,A,S8,BT-493831,LOT-C3796,365,68,297,100,50,600,SUP-1009,Westgate Technologies,Nigeria,11,2025-10-24,63626.93,89473.27,23223829.45,NGN,2026-05-14,2025-10-31,,In Stock,No
PRD-01657,CAN-SUP-0051,7154836281341,Canon Ink Cartridge PG-745,Canon,Office Supplies,Paper Products,Pack,Active,Abuja Regional Warehouse,ABJ-RW,A-14-S7,A,S7,BT-725096,LOT-B2797,0,0,0,60,24,360,SUP-1009,Westgate Technologies,Nigeria,7,2025-04-01,16120.74,23397.35,0.0,NGN,2026-05-11,2025-04-12,2027-03-11,Out of Stock,Yes
PRD-01091,BRO-PRN-0025,0794321830242,Brother HL-L2375DW,Brother,Printers,Inkjet Printers,Each,Active,Lagos Distribution Centre,LAG-DC,E-06-S6,E,S6,BT-538937,LOT-A6420,45,18,27,20,6,120,SUP-1002,Yudala Tech Supplies,Nigeria,9,2025-05-26,384836.47,478174.16,17317641.15,NGN,2026-05-27,2025-05-31,,In Stock,No
PRD-03314,BRO-SUP-0103,7071730215601,Brother Label Tape TZe-231,Brother,Office Supplies,Paper Products,Pack,Active,Port Harcourt Distribution Centre,PHC-DC,E-38-S9,E,S9,BT-387795,LOT-C9614,42,4,38,50,15,200,SUP-1010,Dubai Source Electronics,United Arab Emirates,16,2026-03-03,26996.04,40074.96,1133833.68,NGN,2026-05-20,2026-03-07,2026-06-11,Low Stock,Yes
PRD-01746,PHI-AUD-0043,4658578564519,Philips TAH4205 Headphones,Philips,Audio Equipment,Speakers,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-29-S8,A,S8,BT-476440,LOT-B8802,99,32,67,,8,80,SUP-1005,Redington Gulf FZE,United Arab Emirates,17,2025-01-05,82319.83,126838.66,8149663.17,NGN,2026-05-14,2025-01-14,,Overstock,No
PRD-01015,PHI-ELC-0059,5280016173447,Philips LED Bulb 9W,Philips,Electrical Components,Lighting,Each,Active,Lagos Distribution Centre,LAG-DC,B-23-S8,B,S8,BT-985774,LOT-A8129,333,72,261,30,9,300,SUP-1008,Pamtech Group,Nigeria,9,2025-08-13,128805.76,177807.47,42892318.08,NGN,2026-05-07,2025-08-16,,Overstock,No
PRD-02414,UBI-NET-0081,5431246740094,Ubiquiti UniFi Switch 24,Ubiquiti,Networking Equipment,Switches,Each,Active,Port Harcourt Distribution Centre,PHC-DC,D-11-S4,D,S4,BT-686331,LOT-C2357,336,28,308,50,20,400,SUP-1001,TD Africa Distribution Ltd,Nigeria,6,2025-09-17,246223.01,296685.67,82730931.36,NGN,2026-06-23,2025-09-18,,In Stock,No
PRD-00427,UBI-NET-0012,0803149982508,Ubiquiti EdgeRouter X,Ubiquiti,Networking Equipment,Switches,Each,Active,Lagos Distribution Centre,LAG-DC,H-20-S7,H,S7,BT-621786,LOT-A5705,75,12,63,20,8,100,SUP-1006,Shenzhen Globex Electronics,China,36,02-23-2026,156266.39,181196.14,11719979.25,NGN,2026-05-25,2026-03-01,,In Stock,No
PRD-00318,CIS-NET-0011,7665586851276,Cisco RV340 Router,Cisco,Networking Equipment,Routers,Each,Active,Lagos Distribution Centre,LAG-DC,E-08-S9,E,S9,BT-833287,LOT-A9177,432,53,379,75,22,750,SUP-1002,Yudala Tech Supplies,Nigeria,8,2025-06-02,583963.51,674914.9,252272236.32,NGN,2026-06-10,2025-06-03,,In Stock,No
PRD-03300,PHI-ELC-0176,,Philips LED Bulb 9W,philips,Electrical Components,Surge Protection,Each,Active,Port Harcourt Distribution Centre,PHC-DC,G-20-S4,G,S4,BT-980826,LOT-C2969,32,12,20,10,4,80,SUP-1009,Westgate Technologies,Nigeria,8,2025-05-04,85585.75,123860.04,2738744.0,NGN,2026-06-23,2025-05-15,,In Stock,No
PRD-01075,BRO-SUP-0036,2541238724937,Brother TN-2480 Toner,Brother,Office Supplies,Labels,Pack,Active,Lagos Distribution Centre,LAG-DC,H-32-S8,H,S8,BT-384698,LOT-A7096,72,16,56,40,16,400,SUP-1011,Tech Distributors UK Ltd,United Kingdom,27,2025-07-07,30722.0,40818.93,2211984.0,NGN,2026-06-01,2025-07-12,2028-05-25,In Stock,No
PRD-02655,UBI-CCT-0064,3784457676314,  Ubiquiti UniFi NVR  ,Ubiquiti,CCTV & Security,IP Cameras,Each,Active,Port Harcourt Distribution Centre,PHC-DC,A-38-S5,A,S5,BT-842669,LOT-C9566,8,3,5,10,4,60,SUP-1003,Slot Systems Limited,Nigeria,3,2025-02-03,110794.13,144924.35,886353.04,NGN,2026-05-03,2025-02-18,,Low Stock,Yes
PRD-01144,HP-FUR-0031,9824378047040,HP Ergonomic Office Chair,HP,Office Furniture,Desks,Each,Active,Lagos Distribution Centre,LAG-DC,D-28-S2,D,S2,BT-876507,LOT-A5357,726,162,564,100,30,1000,SUP-1002,Yudala Tech Supplies,Nigeria,6,2025-12-28,156086.76,184025.0,113318987.76,NGN,2026-05-24,2026-01-02,,In Stock,No
PRD-00655,HP-SUP-0017,9781459009921,HP Printer Toner 26A,HP,Office Supplies,Toner & Ink,Pack,Active,Lagos Distribution Centre,LAG-DC,F-35-S7,F,S7,BT-219618,LOT-A2342,-8,16,50,25,10,200,SUP-1006,SHENZHEN GLOBEX ELECTRONICS,China,37,2025-10-30,6954.47,8504.55,458995.02,NGN,2026-06-28,2025-11-10,2026-10-31,In Stock,No
PRD-00053,HP-PRN-0002,8844225831323,HP DeskJet 2720e,HP,Printers,Inkjet Printers,Each,Active,Lagos Distribution Centre,LAG-DC,H-21-S2,H,S2,BT-800280,LOT-A6692,20,4,16,30,15,240,SUP-1011,Tech Distributors UK Ltd,United Kingdom,29,2026-03-26,164079.36,197599.36,3281587.2,NGN,2026-06-18,2026-04-03,,Low Stock,Yes
PRD-02981,SEA-STO-0064,9335757445825,Seagate Barracuda 2TB HDD,Seagate,Storage Devices,External Storage,Each,Active,Port Harcourt Distribution Centre,PHC-DC,B-24-S7,B,S7,BT-271036,LOT-C9841,150,31,119,75,22,300,SUP-1010,Dubai Source Electronics,United Arab Emirates,16,2025-04-03,167207.73,198195.65,25081159.5,NGN,2026-06-20,2025-04-05,,In Stock,No
PRD-02854,CIS-NET-0108,7841516617596,Cisco SG350 28-Port Switch,Cisco,Networking Equipment,Switches,Each,Active,Port Harcourt Distribution Centre,PHC-DC,F-15-S6,F,S6,BT-257586,LOT-C3576,29,5,24,10,4,40,SUP-1009,Westgate Technologies,Nigeria,12,2025-08-09,262586.18,385819.8,7614999.22,NGN,2026-06-13,2025-08-22,,In Stock,No
PRD-00756,HP-ACC-0017,6197979724528,HP Wireless Keyboard 230,HP,Computer Accessories,Webcams,Each,Active,Lagos Distribution Centre,LAG-DC,E-14-S2,E,S2,BT-382187,LOT-A1198,0,0,0,50,15,250,SUP-1011,Tech Distributors UK Ltd,United Kingdom,28,2025-10-24,48610.64,66412.97,0.0,NGN,2026-05-22,2025-10-25,,Out of Stock,Yes
PRD-00761,DEL-ACC-0019,8708477954176,  Dell MS116 Optical Mouse  ,Dell,Computer Accessories,Input Combos,Each,Active,Lagos Distribution Centre,LAG-DC,A-28-S1,A,S1,BT-431725,LOT-A5468,20,8,12,25,12,200,SUP-1008,Pamtech Group,Nigeria,4,2025-10-19,63822.46,95960.99,1276449.2,NGN,2026-05-17,2025-10-27,,Low Stock,Yes
PRD-02380,PHI-CLN-0066,3604470706605,Philips Vacuum Cleaner FC9352,Philips,Cleaning Supplies,Cleaning Kits,Each,Active,Port Harcourt Distribution Centre,PHC-DC,F-39-S1,F,S1,BT-286503,LOT-C4263,62,2,60,50,15,250,SUP-1009,Westgate Technologies,Nigeria,12,2025-02-18,91862.25,128103.4,5695459.5,NGN,2026-06-11,2025-03-01,2027-10-11,In Stock,No
PRD-02550,SAM-STO-0059,9430749820976,Samsung 980 1TB NVMe SSD,Samsung,Storage Devices,Solid State Drives,Each,Active,Port Harcourt Distribution Centre,PHC-DC,B-01-S2,B,S2,BT-327004,LOT-C5357,0,0,0,60,24,600,SUP-1006,Shenzhen Globex Electronics,China,35,2025-08-25,139332.09,208671.44,0.0,NGN,2026-05-27,2025-09-05,,Out of Stock,Yes
PRD-03364,HP-ACC-0081,6266184070873,HP Wireless Keyboard 230,HP,Computer Accessories,Input Combos,Each,Active,Port Harcourt Distribution Centre,PHC-DC,B-27-S6,B,S6,BT-304245,LOT-C8532,15,1,14,10,5,40,SUP-1003,Slot Systems Limited,Nigeria,6,2026-03-27,38911.23,58768.35,583668.45,NGN,2026-05-13,2026-04-11,,In Stock,No
PRD-01905,CAN-SUP-0060,3304030581815,Canon Ink Cartridge PG-745,Canon,Office Furniture,Labels,Pack,Active,Abuja Regional Warehouse,ABJ-RW,F-27-S5,F,S5,BT-756614,LOT-B5834,113,45,68,30,15,120,SUP-1009,Westgate Technologies,Nigeria,10,2025-06-20,8927.34,11364.13,1008789.42,NGN,2026-06-09,2025-07-01,2027-07-07,In Stock,No
PRD-01726,CIS-CCT-0045,8516323813705,Cisco Meraki MV12 Camera,Cisco,CCTV & Security,NVR,Each,Active,Abuja Regional Warehouse,ABJ-RW,F-12-S7,F,S7,BT-386269,LOT-B1953,187,33,154,,10,200,SUP-1002,Yudala Tech Supplies,Nigeria,9,2025-05-19,608574.58,720910.04,113803446.46,NGN,2026-06-16,2025-05-29,,In Stock,No
PRD-00046,KNG-STO-0003,4688623924075,Kingston DataTraveler 64GB,Kingston,Storage Devices,Solid State Drives,Each,Active,Lagos Distribution Centre,LAG-DC,H-24-S4,H,S4,BT-811256,LOT-A8218,279,36,243,40,20,200,SUP-1011,Tech Distributors UK Ltd,United Kingdom,32,2025-07-28,108683.45,148201.24,30322682.55,NGN,2026-05-10,2025-08-10,,Overstock,No
PRD-01519,CIS-CCT-0040,,Cisco Meraki MV12 Camera,Cisco,CCTV & Security,NVR,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-33-S2,A,S2,BT-214880,LOT-B6087,2,0,2,15,4,90,SUP-1002,Yudala Tech Supplies,Nigeria,5,"April 27, 2026",103417.74,126378.9,206835.48,NGN,2026-06-04,2026-05-05,,Low Stock,Yes
PRD-02341,CIS-CCT-0057,6800472153570,Cisco Meraki MV12 Camera,Cisco,CCTV & Security,IP Cameras,Each,Active,Port Harcourt Distribution Centre,PHC-DC,,B,S1,BT-215471,LOT-C8078,74,21,53,10,5,100,SUP-1010,,United Arab Emirates,17,2026-02-28,205620.95,308489.59,15215950.3,NGN,2026-06-05,2026-03-13,,In Stock,No
PRD-01259,HP-MOB-0049,2613955745861,HP Slate 7 Tablet,HP,Mobile Phones,Smartphones,Each,Active,Abuja Regional Warehouse,ABJ-RW,B-36-S5,B,S5,BT-612960,LOT-B7316,329,82,247,40,12,400,SUP-1003,Slot Systems Limited,Nigeria,8,2025-10-21,590474.38,860643.17,194266071.02,NGN,2026-05-30,2025-10-22,,In Stock,No
PRD-02199,UBI-NET-0070,8261446455753,Ubiquiti UniFi AP AC Pro,Ubiquiti,Networking Equipment,Switches,Each,Active,Abuja Regional Warehouse,ABJ-RW,D-35-S8,D,S8,BT-337342,LOT-B4509,79,4,75,60,30,360,SUP-1005,Redington Gulf FZE,United Arab Emirates,16,2026-05-28,686030.31,1016377.97,54196394.49,NGN,2026-05-10,2026-06-09,,In Stock,No
PRD-02493,LOG-AUD-0061,8649354499707,Logitech H390 Headset,Logitech,Audio Equipment,Headsets,Each,Active,Port Harcourt Distribution Centre,PHC-DC,G-03-S2,G,S2,BT-287021,LOT-C7366,35,14,21,60,18,360,SUP-1010,Dubai Source Electronics,United Arab Emirates,15,2025-07-01,44494.57,68156.39,1557309.95,NGN,2026-06-10,2025-07-05,,Low Stock,Yes
PRD-01846,WD-STO-0049,8259308787909,WD Blue 1TB HDD,Western Digital,Storage Devices,Solid State Drives,Each,Active,Abuja Regional Warehouse,ABJ-RW,D-11-S9,D,S9,BT-300353,LOT-B8416,342,66,276,50,20,500,SUP-1003,Slot Systems Limited,Nigeria,8,2026-02-06,19159.74,27948.99,6552631.08,NGN,2026-05-30,2026-02-10,,In Stock,No
PRD-02702,PHI-AUD-0063,5160614035195,Philips TAH4205 Headphones,Philips,Audio Equipment,Headsets,Each,Active,Port Harcourt Distribution Centre,PHC-DC,E-18-S3,E,S3,BT-633460,LOT-C4882,240,61,179,75,22,375,SUP-1012,Mega Computer Mart,Nigeria,9,2026-01-04,154198.3,234135.18,37007592.0,NGN,2026-06-05,2026-01-18,,In Stock,No
PRD-02811,BRO-SUP-0086,6115640587342,Brother Label Tape TZe-231,Brother,Office Supplies,Paper Products,Pack,Active,Port Harcourt Distribution Centre,PHC-DC,F-03-S9,F,S9,BT-334596,LOT-C7052,140,2,138,15,6,150,SUP-1001,TD Africa Distribution Ltd,Nigeria,5,2025-08-26,36806.45,46350.16,5152903.0,NGN,2026-06-02,2025-09-01,2027-01-25,In Stock,No
PRD-01863,CIS-CCT-0048,7059445991452,Cisco Meraki MV12 Camera,Cisco,CCTV & Security,IP Cameras,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-37-S2,A,S2,BT-506466,LOT-B6976,209,16,193,30,15,300,SUP-1005,Redington Gulf FZE,United Arab Emirates,17,2025-05-31,674715.37,866842.24,141015512.33,NGN,2026-04-30,2025-06-04,,In Stock,No
PRD-00675,UBI-NET-0020,1082402818223,Ubiquiti UniFi Switch 24,Ubiquiti,Networking Equipment,Access Points,Each,Active,Lagos Distribution Centre,LAG-DC,E-28-S7,E,S7,BT-563068,LOT-A3429,4,1,3,10,3,60,SUP-1006,Shenzhen Globex Electronics,China,36,2025-09-26,110925.2,141835.69,443700.8,NGN,2026-05-23,2025-10-01,,Low Stock,Yes
PRD-01407,MSF-ACC-0025,1860699399451,Microsoft Bluetooth Mouse,Microsoft,Computer Accessories,Mice,Each,Discontinued,Abuja Regional Warehouse,ABJ-RW,B-08-S7,B,S7,BT-319885,LOT-B9483,0,0,0,20,6,100,SUP-1010,Dubai Source Electronics,United Arab Emirates,15,2025-09-20,51880.49,75675.18,0.0,NGN,2026-06-12,2025-10-01,,Out of Stock,Yes
PRD-00565,HP-LAP-0010,8698939698748,HP Spectre x360,HP,Laptops,Consumer Laptops,Each,Active,Lagos Distribution Centre,LAG-DC,F-26-S3,F,S3,BT-757027,LOT-A7169,0,0,0,60,30,300,SUP-1001,TD Africa Distribution Ltd,Nigeria,8,2026-02-22,634413.58,860765.14,0.0,NGN,2026-06-15,2026-03-07,,Out of Stock,Yes
PRD-00286,HP-MOB-0014,8260688871898,HP Slate 7 Tablet,HP,Mobile Phones,Smartphones,Each,Active,LAGOS DISTRIBUTION CENTRE,LAG-DC,G-37-S5,G,S5,BT-231319,LOT-A2629,116,17,99,10,5,100,SUP-1011,Tech Distributors UK Ltd,United Kingdom,31,2025-05-12,170113.22,235972.83,19733133.52,NGN,2026-05-19,2025-05-20,,Overstock,No
PRD-01050,DEL-LAP-0022,2621074144301,Dell Vostro 3520,Dell,Laptops,Business Laptops,Each,Active,Lagos Distribution Centre,LAG-DC,G-24-S9,G,S9,BT-733525,LOT-A4106,97,3,94,30,12,300,SUP-1011,Tech Distributors UK Ltd,United Kingdom,29,2025-11-01,679076.24,800564.39,65870395.28,NGN,2026-05-02,2025-11-13,,In Stock,No
